,ID,Income.Group
2743,35305,<=50k
2744,35306,<=50k
2745,35307,<=50k
2746,35308,<=50k
2747,35309,<=50k
2748,35310,<=50k
2749,35311,<=50k
2750,35312,<=50k
2751,35313,<=50k
2752,35314,<=50k
2753,35315,<=50k
2754,35316,<=50k
2755,35317,<=50k
2756,35318,<=50k
2757,35319,>50k
2758,35320,<=50k
2759,35321,<=50k
2760,35322,<=50k
2761,35323,<=50k
2762,35324,<=50k
2763,35325,<=50k
2764,35326,<=50k
2765,35327,<=50k
2766,35328,<=50k
2767,35329,<=50k
2768,35330,<=50k
2769,35331,<=50k
2770,35332,<=50k
2771,35333,<=50k
2772,35334,<=50k
2773,35335,<=50k
2774,35336,<=50k
2775,35337,<=50k
2776,35338,>50k
2777,35339,<=50k
2778,35340,<=50k
2779,35341,<=50k
2780,35342,<=50k
2781,35343,<=50k
2782,35344,<=50k
2783,35345,<=50k
2784,35346,<=50k
2785,35347,<=50k
2786,35348,<=50k
2787,35349,<=50k
2788,35350,<=50k
2789,35351,<=50k
2790,35352,<=50k
2791,35353,<=50k
2792,35354,<=50k
2793,35355,<=50k
2794,35356,>50k
2795,35357,>50k
2796,35358,<=50k
2797,35359,<=50k
2798,35360,<=50k
2799,35361,<=50k
2800,35362,<=50k
2801,35363,<=50k
2802,35364,<=50k
2803,35365,<=50k
2804,35366,<=50k
2805,35367,<=50k
2806,35368,<=50k
2807,35369,<=50k
2808,35370,<=50k
2809,35371,<=50k
2810,35372,<=50k
2811,35373,<=50k
2812,35374,<=50k
2813,35375,<=50k
2814,35376,<=50k
2815,35377,<=50k
2816,35378,<=50k
2817,35379,<=50k
2818,35380,>50k
2819,35381,<=50k
2820,35382,<=50k
2821,35383,<=50k
2822,35384,<=50k
2823,35385,<=50k
2824,35386,<=50k
2825,35387,<=50k
2826,35388,<=50k
2827,35389,<=50k
2828,35390,<=50k
2829,35391,<=50k
2830,35392,<=50k
2831,35393,<=50k
2832,35394,<=50k
2833,35395,<=50k
2834,35396,<=50k
2835,35397,<=50k
2836,35398,<=50k
2837,35399,<=50k
2838,35400,<=50k
2839,35401,<=50k
2840,35402,<=50k
2841,35403,<=50k
2842,35404,<=50k
2843,35405,<=50k
2844,35406,<=50k
2845,35407,<=50k
2846,35408,<=50k
2847,35409,<=50k
2848,35410,<=50k
2849,35411,<=50k
2850,35412,<=50k
2851,35413,<=50k
2852,35414,<=50k
2853,35415,<=50k
2854,35416,<=50k
2855,35417,<=50k
2856,35418,<=50k
2857,35419,<=50k
2858,35420,<=50k
2859,35421,<=50k
2860,35422,<=50k
2861,35423,<=50k
2862,35424,<=50k
2863,35425,<=50k
2864,35426,<=50k
2865,35427,<=50k
2866,35428,<=50k
2867,35429,<=50k
2868,35430,<=50k
2869,35431,<=50k
2870,35432,<=50k
2871,35433,<=50k
2872,35434,<=50k
2873,35435,<=50k
2874,35436,<=50k
2875,35437,<=50k
2876,35438,<=50k
2877,35439,<=50k
2878,35440,<=50k
2879,35441,<=50k
2880,35442,<=50k
2881,35443,<=50k
2882,35444,<=50k
2883,35445,<=50k
2884,35446,<=50k
2885,35447,<=50k
2886,35448,<=50k
2887,35449,<=50k
2888,35450,<=50k
2889,35451,<=50k
2890,35452,<=50k
2891,35453,<=50k
2892,35454,<=50k
2893,35455,<=50k
2894,35456,<=50k
2895,35457,<=50k
2896,35458,<=50k
2897,35459,<=50k
2898,35460,<=50k
2899,35461,<=50k
2900,35462,<=50k
2901,35463,<=50k
2902,35464,<=50k
2903,35465,<=50k
2904,35466,<=50k
2905,35467,<=50k
2906,35468,<=50k
2907,35469,>50k
2908,35470,<=50k
2909,35471,<=50k
2910,35472,<=50k
2911,35473,>50k
2912,35474,<=50k
2913,35475,>50k
2914,35476,<=50k
2915,35477,<=50k
2916,35478,<=50k
2917,35479,<=50k
2918,35480,<=50k
2919,35481,<=50k
2920,35482,<=50k
2921,35483,<=50k
2922,35484,<=50k
2923,35485,<=50k
2924,35486,<=50k
2925,35487,<=50k
2926,35488,<=50k
2927,35489,<=50k
2928,35490,<=50k
2929,35491,>50k
2930,35492,<=50k
2931,35493,<=50k
2932,35494,<=50k
2933,35495,<=50k
2934,35496,<=50k
2935,35497,>50k
2936,35498,<=50k
2937,35499,>50k
2938,35500,<=50k
2939,35501,<=50k
2940,35502,<=50k
2941,35503,<=50k
2942,35504,<=50k
2943,35505,<=50k
2944,35506,<=50k
2945,35507,<=50k
2946,35508,<=50k
2947,35509,<=50k
2948,35510,<=50k
2949,35511,<=50k
2950,35512,<=50k
2951,35513,<=50k
2952,35514,<=50k
2953,35515,>50k
2954,35516,<=50k
2955,35517,<=50k
2956,35518,<=50k
2957,35519,<=50k
2958,35520,<=50k
2959,35521,<=50k
2960,35522,<=50k
2961,35523,<=50k
2962,35524,<=50k
2963,35525,>50k
2964,35526,<=50k
2965,35527,<=50k
2966,35528,<=50k
2967,35529,<=50k
2968,35530,<=50k
2969,35531,<=50k
2970,35532,<=50k
2971,35533,<=50k
2972,35534,<=50k
2973,35535,<=50k
2974,35536,<=50k
2975,35537,<=50k
2976,35538,<=50k
2977,35539,<=50k
2978,35540,<=50k
2979,35541,<=50k
2980,35542,<=50k
2981,35543,<=50k
2982,35544,<=50k
2983,35545,<=50k
2984,35546,<=50k
2985,35547,<=50k
2986,35548,<=50k
2987,35549,<=50k
2988,35550,<=50k
2989,35551,<=50k
2990,35552,<=50k
2991,35553,<=50k
2992,35554,<=50k
2993,35555,<=50k
2994,35556,<=50k
2995,35557,<=50k
2996,35558,>50k
2997,35559,<=50k
2998,35560,<=50k
2999,35561,<=50k
3000,35562,<=50k
3001,35563,<=50k
3002,35564,<=50k
3003,35565,<=50k
3004,35566,<=50k
3005,35567,<=50k
3006,35568,<=50k
3007,35569,<=50k
3008,35570,<=50k
3009,35571,<=50k
3010,35572,<=50k
3011,35573,<=50k
3012,35574,<=50k
3013,35575,<=50k
3014,35576,<=50k
3015,35577,<=50k
3016,35578,<=50k
3017,35579,<=50k
3018,35580,<=50k
3019,35581,<=50k
3020,35582,<=50k
3021,35583,<=50k
3022,35584,<=50k
3023,35585,<=50k
3024,35586,<=50k
3025,35587,<=50k
3026,35588,<=50k
3027,35589,<=50k
3028,35590,<=50k
3029,35591,<=50k
3030,35592,>50k
3031,35593,<=50k
3032,35594,<=50k
3033,35595,<=50k
3034,35596,>50k
3035,35597,<=50k
3036,35598,<=50k
3037,35599,<=50k
3038,35600,<=50k
3039,35601,<=50k
3040,35602,>50k
3041,35603,<=50k
3042,35604,<=50k
3043,35605,<=50k
3044,35606,<=50k
3045,35607,<=50k
3046,35608,<=50k
3047,35609,<=50k
3048,35610,>50k
3049,35611,<=50k
3050,35612,<=50k
3051,35613,<=50k
3052,35614,>50k
3053,35615,<=50k
3054,35616,<=50k
3055,35617,<=50k
3056,35618,<=50k
3057,35619,<=50k
3058,35620,<=50k
3059,35621,<=50k
3060,35622,<=50k
3061,35623,<=50k
3062,35624,<=50k
3063,35625,<=50k
3064,35626,<=50k
3065,35627,<=50k
3066,35628,<=50k
3067,35629,<=50k
3068,35630,<=50k
3069,35631,<=50k
3070,35632,>50k
3071,35633,<=50k
3072,35634,<=50k
3073,35635,<=50k
3074,35636,<=50k
3075,35637,<=50k
3076,35638,<=50k
3077,35639,<=50k
3078,35640,<=50k
3079,35641,<=50k
3080,35642,<=50k
3081,35643,<=50k
3082,35644,<=50k
3083,35645,<=50k
3084,35646,>50k
3085,35647,<=50k
3086,35648,>50k
3087,35649,<=50k
3088,35650,<=50k
3089,35651,<=50k
3090,35652,<=50k
3091,35653,<=50k
3092,35654,<=50k
3093,35655,<=50k
3094,35656,<=50k
3095,35657,<=50k
3096,35658,<=50k
3097,35659,<=50k
3098,35660,<=50k
3099,35661,<=50k
3100,35662,<=50k
3101,35663,<=50k
3102,35664,<=50k
3103,35665,<=50k
3104,35666,<=50k
3105,35667,<=50k
3106,35668,<=50k
3107,35669,<=50k
3108,35670,<=50k
3109,35671,<=50k
3110,35672,>50k
3111,35673,<=50k
3112,35674,<=50k
3113,35675,<=50k
3114,35676,<=50k
3115,35677,<=50k
3116,35678,<=50k
3117,35679,<=50k
3118,35680,<=50k
3119,35681,<=50k
3120,35682,<=50k
3121,35683,>50k
3122,35684,<=50k
3123,35685,<=50k
3124,35686,<=50k
3125,35687,<=50k
3126,35688,<=50k
3127,35689,<=50k
3128,35690,<=50k
3129,35691,<=50k
3130,35692,<=50k
3131,35693,<=50k
3132,35694,<=50k
3133,35695,<=50k
3134,35696,<=50k
3135,35697,<=50k
3136,35698,>50k
3137,35699,<=50k
3138,35700,<=50k
3139,35701,<=50k
3140,35702,<=50k
3141,35703,<=50k
3142,35704,>50k
3143,35705,<=50k
3144,35706,<=50k
3145,35707,<=50k
3146,35708,<=50k
3147,35709,<=50k
3148,35710,<=50k
3149,35711,<=50k
3150,35712,<=50k
3151,35713,<=50k
3152,35714,<=50k
3153,35715,<=50k
3154,35716,<=50k
3155,35717,<=50k
3156,35718,<=50k
3157,35719,<=50k
3158,35720,<=50k
3159,35721,<=50k
3160,35722,>50k
3161,35723,<=50k
3162,35724,<=50k
3163,35725,<=50k
3164,35726,>50k
3165,35727,<=50k
3166,35728,<=50k
3167,35729,<=50k
3168,35730,<=50k
3169,35731,<=50k
3170,35732,>50k
3171,35733,<=50k
3172,35734,<=50k
3173,35735,<=50k
3174,35736,<=50k
3175,35737,<=50k
3176,35738,<=50k
3177,35739,<=50k
3178,35740,<=50k
3179,35741,<=50k
3180,35742,<=50k
3181,35743,<=50k
3182,35744,<=50k
3183,35745,>50k
3184,35746,<=50k
3185,35747,<=50k
3186,35748,<=50k
3187,35749,<=50k
3188,35750,<=50k
3189,35751,>50k
3190,35752,<=50k
3191,35753,>50k
3192,35754,<=50k
3193,35755,<=50k
3194,35756,<=50k
3195,35757,<=50k
3196,35758,<=50k
3197,35759,<=50k
3198,35760,<=50k
3199,35761,<=50k
3200,35762,<=50k
3201,35763,<=50k
3202,35764,<=50k
3203,35765,<=50k
3204,35766,<=50k
3205,35767,<=50k
3206,35768,<=50k
3207,35769,<=50k
3208,35770,<=50k
3209,35771,<=50k
3210,35772,<=50k
3211,35773,<=50k
3212,35774,>50k
3213,35775,<=50k
3214,35776,<=50k
3215,35777,<=50k
3216,35778,<=50k
3217,35779,<=50k
3218,35780,<=50k
3219,35781,<=50k
3220,35782,<=50k
3221,35783,<=50k
3222,35784,<=50k
3223,35785,<=50k
3224,35786,<=50k
3225,35787,<=50k
3226,35788,<=50k
3227,35789,<=50k
3228,35790,<=50k
3229,35791,<=50k
3230,35792,<=50k
3231,35793,<=50k
3232,35794,<=50k
3233,35795,<=50k
3234,35796,<=50k
3235,35797,<=50k
3236,35798,<=50k
3237,35799,>50k
3238,35800,<=50k
3239,35801,<=50k
3240,35802,<=50k
3241,35803,<=50k
3242,35804,>50k
3243,35805,<=50k
3244,35806,<=50k
3245,35807,<=50k
3246,35808,<=50k
3247,35809,<=50k
3248,35810,<=50k
3249,35811,<=50k
3250,35812,<=50k
3251,35813,<=50k
3252,35814,>50k
3253,35815,>50k
3254,35816,<=50k
3255,35817,<=50k
3256,35818,<=50k
3257,35819,<=50k
3258,35820,<=50k
3259,35821,<=50k
3260,35822,<=50k
3261,35823,<=50k
3262,35824,<=50k
3263,35825,<=50k
3264,35826,<=50k
3265,35827,<=50k
3266,35828,<=50k
3267,35829,<=50k
3268,35830,<=50k
3269,35831,<=50k
3270,35832,<=50k
3271,35833,<=50k
3272,35834,<=50k
3273,35835,<=50k
3274,35836,<=50k
3275,35837,<=50k
3276,35838,<=50k
3277,35839,<=50k
3278,35840,<=50k
3279,35841,<=50k
3280,35842,<=50k
3281,35843,<=50k
3282,35844,<=50k
3283,35845,<=50k
3284,35846,<=50k
3285,35847,<=50k
3286,35848,<=50k
3287,35849,<=50k
3288,35850,<=50k
3289,35851,<=50k
3290,35852,<=50k
3291,35853,>50k
3292,35854,<=50k
3293,35855,<=50k
3294,35856,<=50k
3295,35857,<=50k
3296,35858,<=50k
3297,35859,<=50k
3298,35860,<=50k
3299,35861,<=50k
3300,35862,<=50k
3301,35863,<=50k
3302,35864,<=50k
3303,35865,<=50k
3304,35866,<=50k
3305,35867,<=50k
3306,35868,<=50k
3307,35869,<=50k
3308,35870,<=50k
3309,35871,<=50k
3310,35872,<=50k
3311,35873,<=50k
3312,35874,<=50k
3313,35875,>50k
3314,35876,<=50k
3315,35877,<=50k
3316,35878,<=50k
3317,35879,<=50k
3318,35880,<=50k
3319,35881,>50k
3320,35882,<=50k
3321,35883,<=50k
3322,35884,<=50k
3323,35885,<=50k
3324,35886,>50k
3325,35887,<=50k
3326,35888,<=50k
3327,35889,<=50k
3328,35890,<=50k
3329,35891,<=50k
3330,35892,>50k
3331,35893,<=50k
3332,35894,<=50k
3333,35895,<=50k
3334,35896,<=50k
3335,35897,>50k
3336,35898,<=50k
3337,35899,<=50k
3338,35900,<=50k
3339,35901,>50k
3340,35902,<=50k
3341,35903,<=50k
3342,35904,<=50k
3343,35905,<=50k
3344,35906,<=50k
3345,35907,<=50k
3346,35908,>50k
3347,35909,<=50k
3348,35910,<=50k
3349,35911,<=50k
3350,35912,>50k
3351,35913,<=50k
3352,35914,>50k
3353,35915,<=50k
3354,35916,<=50k
3355,35917,<=50k
3356,35918,<=50k
3357,35919,<=50k
3358,35920,<=50k
3359,35921,<=50k
3360,35922,<=50k
3361,35923,<=50k
3362,35924,<=50k
3363,35925,<=50k
3364,35926,>50k
3365,35927,<=50k
3366,35928,<=50k
3367,35929,<=50k
3368,35930,<=50k
3369,35931,<=50k
3370,35932,<=50k
3371,35933,<=50k
3372,35934,<=50k
3373,35935,<=50k
3374,35936,<=50k
3375,35937,<=50k
3376,35938,<=50k
3377,35939,<=50k
3378,35940,<=50k
3379,35941,<=50k
3380,35942,<=50k
3381,35943,<=50k
3382,35944,<=50k
3383,35945,<=50k
3384,35946,<=50k
3385,35947,<=50k
3386,35948,<=50k
3387,35949,<=50k
3388,35950,<=50k
3389,35951,>50k
3390,35952,<=50k
3391,35953,>50k
3392,35954,<=50k
3393,35955,<=50k
3394,35956,<=50k
3395,35957,<=50k
3396,35958,<=50k
3397,35959,<=50k
3398,35960,<=50k
3399,35961,<=50k
3400,35962,<=50k
3401,35963,>50k
3402,35964,<=50k
3403,35965,<=50k
3404,35966,<=50k
3405,35967,>50k
3406,35968,<=50k
3407,35969,<=50k
3408,35970,<=50k
3409,35971,<=50k
3410,35972,<=50k
3411,35973,<=50k
3412,35974,<=50k
3413,35975,<=50k
3414,35976,<=50k
3415,35977,<=50k
3416,35978,<=50k
3417,35979,<=50k
3418,35980,<=50k
3419,35981,<=50k
3420,35982,<=50k
3421,35983,<=50k
3422,35984,>50k
3423,35985,<=50k
3424,35986,<=50k
3425,35987,<=50k
3426,35988,<=50k
3427,35989,<=50k
3428,35990,<=50k
3429,35991,<=50k
3430,35992,<=50k
3431,35993,<=50k
3432,35994,<=50k
3433,35995,<=50k
3434,35996,<=50k
3435,35997,<=50k
3436,35998,<=50k
3437,35999,>50k
3438,36000,<=50k
3439,36001,<=50k
3440,36002,<=50k
3441,36003,<=50k
3442,36004,<=50k
3443,36005,<=50k
3444,36006,<=50k
3445,36007,<=50k
3446,36008,<=50k
3447,36009,<=50k
3448,36010,<=50k
3449,36011,<=50k
3450,36012,<=50k
3451,36013,<=50k
3452,36014,<=50k
3453,36015,<=50k
3454,36016,<=50k
3455,36017,<=50k
3456,36018,<=50k
3457,36019,<=50k
3458,36020,<=50k
3459,36021,<=50k
3460,36022,>50k
3461,36023,<=50k
3462,36024,<=50k
3463,36025,<=50k
3464,36026,<=50k
3465,36027,<=50k
3466,36028,<=50k
3467,36029,>50k
3468,36030,<=50k
3469,36031,<=50k
3470,36032,<=50k
3471,36033,<=50k
3472,36034,<=50k
3473,36035,<=50k
3474,36036,<=50k
3475,36037,<=50k
3476,36038,<=50k
3477,36039,<=50k
3478,36040,<=50k
3479,36041,<=50k
3480,36042,<=50k
3481,36043,<=50k
3482,36044,<=50k
3483,36045,<=50k
3484,36046,<=50k
3485,36047,<=50k
3486,36048,<=50k
3487,36049,<=50k
3488,36050,<=50k
3489,36051,<=50k
3490,36052,<=50k
3491,36053,>50k
3492,36054,<=50k
3493,36055,<=50k
3494,36056,>50k
3495,36057,<=50k
3496,36058,>50k
3497,36059,<=50k
3498,36060,<=50k
3499,36061,<=50k
3500,36062,<=50k
3501,36063,<=50k
3502,36064,<=50k
3503,36065,<=50k
3504,36066,<=50k
3505,36067,>50k
3506,36068,<=50k
3507,36069,<=50k
3508,36070,<=50k
3509,36071,<=50k
3510,36072,>50k
3511,36073,<=50k
3512,36074,<=50k
3513,36075,<=50k
3514,36076,<=50k
3515,36077,>50k
3516,36078,<=50k
3517,36079,<=50k
3518,36080,<=50k
3519,36081,<=50k
3520,36082,<=50k
3521,36083,<=50k
3522,36084,<=50k
3523,36085,<=50k
3524,36086,<=50k
3525,36087,<=50k
3526,36088,<=50k
3527,36089,<=50k
3528,36090,<=50k
3529,36091,<=50k
3530,36092,<=50k
3531,36093,>50k
3532,36094,<=50k
3533,36095,<=50k
3534,36096,<=50k
3535,36097,<=50k
3536,36098,<=50k
3537,36099,<=50k
3538,36100,>50k
3539,36101,<=50k
3540,36102,<=50k
3541,36103,<=50k
3542,36104,<=50k
3543,36105,<=50k
3544,36106,<=50k
3545,36107,<=50k
3546,36108,<=50k
3547,36109,<=50k
3548,36110,<=50k
3549,36111,<=50k
3550,36112,<=50k
3551,36113,<=50k
3552,36114,<=50k
3553,36115,<=50k
3554,36116,<=50k
3555,36117,<=50k
3556,36118,<=50k
3557,36119,<=50k
3558,36120,<=50k
3559,36121,<=50k
3560,36122,<=50k
3561,36123,<=50k
3562,36124,<=50k
3563,36125,<=50k
3564,36126,<=50k
3565,36127,<=50k
3566,36128,<=50k
3567,36129,<=50k
3568,36130,<=50k
3569,36131,<=50k
3570,36132,<=50k
3571,36133,<=50k
3572,36134,<=50k
3573,36135,<=50k
3574,36136,<=50k
3575,36137,<=50k
3576,36138,<=50k
3577,36139,<=50k
3578,36140,<=50k
3579,36141,<=50k
3580,36142,<=50k
3581,36143,<=50k
3582,36144,<=50k
3583,36145,<=50k
3584,36146,<=50k
3585,36147,<=50k
3586,36148,<=50k
3587,36149,<=50k
3588,36150,<=50k
3589,36151,<=50k
3590,36152,<=50k
3591,36153,<=50k
3592,36154,>50k
3593,36155,<=50k
3594,36156,<=50k
3595,36157,<=50k
3596,36158,<=50k
3597,36159,<=50k
3598,36160,<=50k
3599,36161,<=50k
3600,36162,<=50k
3601,36163,<=50k
3602,36164,>50k
3603,36165,<=50k
3604,36166,<=50k
3605,36167,>50k
3606,36168,<=50k
3607,36169,<=50k
3608,36170,<=50k
3609,36171,<=50k
3610,36172,<=50k
3611,36173,<=50k
3612,36174,<=50k
3613,36175,<=50k
3614,36176,<=50k
3615,36177,<=50k
3616,36178,<=50k
3617,36179,<=50k
3618,36180,<=50k
3619,36181,<=50k
3620,36182,<=50k
3621,36183,<=50k
3622,36184,<=50k
3623,36185,>50k
3624,36186,<=50k
3625,36187,>50k
3626,36188,<=50k
3627,36189,<=50k
3628,36190,<=50k
3629,36191,<=50k
3630,36192,<=50k
3631,36193,<=50k
3632,36194,<=50k
3633,36195,<=50k
3634,36196,<=50k
3635,36197,<=50k
3636,36198,<=50k
3637,36199,<=50k
3638,36200,<=50k
3639,36201,<=50k
3640,36202,<=50k
3641,36203,<=50k
3642,36204,<=50k
3643,36205,<=50k
3644,36206,<=50k
3645,36207,<=50k
3646,36208,<=50k
3647,36209,<=50k
3648,36210,<=50k
3649,36211,<=50k
3650,36212,<=50k
3651,36213,<=50k
3652,36214,<=50k
3653,36215,<=50k
3654,36216,<=50k
3655,36217,>50k
3656,36218,>50k
3657,36219,<=50k
3658,36220,<=50k
3659,36221,<=50k
3660,36222,<=50k
3661,36223,<=50k
3662,36224,<=50k
3663,36225,<=50k
3664,36226,<=50k
3665,36227,<=50k
3666,36228,<=50k
3667,36229,<=50k
3668,36230,<=50k
3669,36231,<=50k
3670,36232,<=50k
3671,36233,<=50k
3672,36234,<=50k
3673,36235,<=50k
3674,36236,<=50k
3675,36237,<=50k
3676,36238,<=50k
3677,36239,<=50k
3678,36240,<=50k
3679,36241,<=50k
3680,36242,<=50k
3681,36243,<=50k
3682,36244,<=50k
3683,36245,<=50k
3684,36246,<=50k
3685,36247,<=50k
3686,36248,>50k
3687,36249,<=50k
3688,36250,<=50k
3689,36251,<=50k
3690,36252,<=50k
3691,36253,<=50k
3692,36254,>50k
3693,36255,<=50k
3694,36256,<=50k
3695,36257,<=50k
3696,36258,<=50k
3697,36259,<=50k
3698,36260,>50k
3699,36261,<=50k
3700,36262,<=50k
3701,36263,<=50k
3702,36264,<=50k
3703,36265,<=50k
3704,36266,<=50k
3705,36267,<=50k
3706,36268,<=50k
3707,36269,<=50k
3708,36270,<=50k
3709,36271,<=50k
3710,36272,<=50k
3711,36273,<=50k
3712,36274,<=50k
3713,36275,>50k
3714,36276,<=50k
3715,36277,<=50k
3716,36278,<=50k
3717,36279,<=50k
3718,36280,>50k
3719,36281,<=50k
3720,36282,<=50k
3721,36283,<=50k
3722,36284,<=50k
3723,36285,<=50k
3724,36286,>50k
3725,36287,<=50k
3726,36288,>50k
3727,36289,<=50k
3728,36290,<=50k
3729,36291,<=50k
3730,36292,<=50k
3731,36293,<=50k
3732,36294,<=50k
3733,36295,<=50k
3734,36296,>50k
3735,36297,<=50k
3736,36298,<=50k
3737,36299,<=50k
3738,36300,<=50k
3739,36301,<=50k
3740,36302,<=50k
3741,36303,<=50k
3742,36304,<=50k
3743,36305,<=50k
3744,36306,>50k
3745,36307,<=50k
3746,36308,<=50k
3747,36309,<=50k
3748,36310,<=50k
3749,36311,<=50k
3750,36312,<=50k
3751,36313,<=50k
3752,36314,<=50k
3753,36315,<=50k
3754,36316,>50k
3755,36317,<=50k
3756,36318,<=50k
3757,36319,<=50k
3758,36320,>50k
3759,36321,<=50k
3760,36322,<=50k
3761,36323,<=50k
3762,36324,<=50k
3763,36325,<=50k
3764,36326,<=50k
3765,36327,<=50k
3766,36328,<=50k
3767,36329,>50k
3768,36330,<=50k
3769,36331,>50k
3770,36332,<=50k
3771,36333,<=50k
3772,36334,<=50k
3773,36335,<=50k
3774,36336,<=50k
3775,36337,<=50k
3776,36338,<=50k
3777,36339,<=50k
3778,36340,<=50k
3779,36341,<=50k
3780,36342,>50k
3781,36343,<=50k
3782,36344,<=50k
3783,36345,<=50k
3784,36346,<=50k
3785,36347,<=50k
3786,36348,<=50k
3787,36349,<=50k
3788,36350,<=50k
3789,36351,<=50k
3790,36352,<=50k
3791,36353,<=50k
3792,36354,<=50k
3793,36355,<=50k
3794,36356,<=50k
3795,36357,<=50k
3796,36358,>50k
3797,36359,<=50k
3798,36360,<=50k
3799,36361,<=50k
3800,36362,<=50k
3801,36363,<=50k
3802,36364,<=50k
3803,36365,<=50k
3804,36366,<=50k
3805,36367,>50k
3806,36368,<=50k
3807,36369,<=50k
3808,36370,<=50k
3809,36371,<=50k
3810,36372,<=50k
3811,36373,<=50k
3812,36374,<=50k
3813,36375,<=50k
3814,36376,>50k
3815,36377,<=50k
3816,36378,>50k
3817,36379,<=50k
3818,36380,<=50k
3819,36381,>50k
3820,36382,<=50k
3821,36383,<=50k
3822,36384,<=50k
3823,36385,<=50k
3824,36386,<=50k
3825,36387,<=50k
3826,36388,<=50k
3827,36389,<=50k
3828,36390,<=50k
3829,36391,<=50k
3830,36392,<=50k
3831,36393,<=50k
3832,36394,<=50k
3833,36395,<=50k
3834,36396,>50k
3835,36397,<=50k
3836,36398,<=50k
3837,36399,<=50k
3838,36400,<=50k
3839,36401,<=50k
3840,36402,<=50k
3841,36403,<=50k
3842,36404,<=50k
3843,36405,<=50k
3844,36406,<=50k
3845,36407,<=50k
3846,36408,<=50k
3847,36409,<=50k
3848,36410,<=50k
3849,36411,<=50k
3850,36412,<=50k
3851,36413,>50k
3852,36414,<=50k
3853,36415,<=50k
3854,36416,<=50k
3855,36417,<=50k
3856,36418,<=50k
3857,36419,<=50k
3858,36420,<=50k
3859,36421,<=50k
3860,36422,<=50k
3861,36423,<=50k
3862,36424,<=50k
3863,36425,<=50k
3864,36426,<=50k
3865,36427,<=50k
3866,36428,<=50k
3867,36429,<=50k
3868,36430,<=50k
3869,36431,<=50k
3870,36432,<=50k
3871,36433,<=50k
3872,36434,<=50k
3873,36435,>50k
3874,36436,<=50k
3875,36437,<=50k
3876,36438,<=50k
3877,36439,<=50k
3878,36440,<=50k
3879,36441,>50k
3880,36442,<=50k
3881,36443,<=50k
3882,36444,<=50k
3883,36445,<=50k
3884,36446,<=50k
3885,36447,<=50k
3886,36448,<=50k
3887,36449,>50k
3888,36450,<=50k
3889,36451,<=50k
3890,36452,<=50k
3891,36453,<=50k
3892,36454,<=50k
3893,36455,<=50k
3894,36456,<=50k
3895,36457,<=50k
3896,36458,>50k
3897,36459,<=50k
3898,36460,<=50k
3899,36461,<=50k
3900,36462,<=50k
3901,36463,<=50k
3902,36464,<=50k
3903,36465,<=50k
3904,36466,<=50k
3905,36467,<=50k
3906,36468,>50k
3907,36469,>50k
3908,36470,<=50k
3909,36471,<=50k
3910,36472,<=50k
3911,36473,<=50k
3912,36474,<=50k
3913,36475,<=50k
3914,36476,<=50k
3915,36477,<=50k
3916,36478,<=50k
3917,36479,<=50k
3918,36480,<=50k
3919,36481,<=50k
3920,36482,<=50k
3921,36483,<=50k
3922,36484,<=50k
3923,36485,<=50k
3924,36486,<=50k
3925,36487,<=50k
3926,36488,<=50k
3927,36489,<=50k
3928,36490,<=50k
3929,36491,<=50k
3930,36492,<=50k
3931,36493,<=50k
3932,36494,<=50k
3933,36495,>50k
3934,36496,<=50k
3935,36497,<=50k
3936,36498,<=50k
3937,36499,<=50k
3938,36500,<=50k
3939,36501,<=50k
3940,36502,<=50k
3941,36503,<=50k
3942,36504,<=50k
3943,36505,<=50k
3944,36506,<=50k
3945,36507,<=50k
3946,36508,<=50k
3947,36509,<=50k
3948,36510,<=50k
3949,36511,<=50k
3950,36512,<=50k
3951,36513,<=50k
3952,36514,<=50k
3953,36515,<=50k
3954,36516,<=50k
3955,36517,<=50k
3956,36518,<=50k
3957,36519,<=50k
3958,36520,<=50k
3959,36521,<=50k
3960,36522,<=50k
3961,36523,<=50k
3962,36524,<=50k
3963,36525,<=50k
3964,36526,>50k
3965,36527,<=50k
3966,36528,<=50k
3967,36529,<=50k
3968,36530,<=50k
3969,36531,<=50k
3970,36532,<=50k
3971,36533,<=50k
3972,36534,<=50k
3973,36535,<=50k
3974,36536,>50k
3975,36537,<=50k
3976,36538,>50k
3977,36539,<=50k
3978,36540,<=50k
3979,36541,<=50k
3980,36542,<=50k
3981,36543,<=50k
3982,36544,<=50k
3983,36545,<=50k
3984,36546,<=50k
3985,36547,>50k
3986,36548,<=50k
3987,36549,<=50k
3988,36550,<=50k
3989,36551,<=50k
3990,36552,<=50k
3991,36553,<=50k
3992,36554,<=50k
3993,36555,<=50k
3994,36556,<=50k
3995,36557,<=50k
3996,36558,<=50k
3997,36559,<=50k
3998,36560,<=50k
3999,36561,<=50k
4000,36562,<=50k
4001,36563,<=50k
4002,36564,>50k
4003,36565,<=50k
4004,36566,<=50k
4005,36567,<=50k
4006,36568,<=50k
4007,36569,<=50k
4008,36570,<=50k
4009,36571,<=50k
4010,36572,<=50k
4011,36573,<=50k
4012,36574,>50k
4013,36575,<=50k
4014,36576,<=50k
4015,36577,<=50k
4016,36578,<=50k
4017,36579,<=50k
4018,36580,<=50k
4019,36581,<=50k
4020,36582,<=50k
4021,36583,<=50k
4022,36584,<=50k
4023,36585,>50k
